AP,ProbDensity
0.95699,0.35495321071313307
1.01897,2.886011616650536
1.08095,3.7270087124878906
1.1429300000000002,2.2850112939657983
1.20491,1.167715392061957
1.26689,0.6615037108744741
1.3288700000000002,0.45377541142304023
1.39085,0.31663439819296585
1.45283,0.23596321393998007
1.5148100000000002,0.20571151984511085
1.5767900000000001,0.1653759277186197
1.63877,0.1633591481122939
1.7007500000000002,0.1532752500806708
1.7627300000000001,0.11495643756050394
1.82471,0.1290738948047754
1.8866900000000002,0.11495643756050312
1.9486700000000001,0.10890609874153004
2.01065,0.09277186189093234
2.07263,0.06252016779606309
2.1346100000000003,0.09478864149725696
2.1965900000000005,0.11092287834785468
2.25857,0.0887383026782831
2.3205500000000003,0.09882220070990619
2.38253,0.12100677637947782
2.44451,0.09277186189093234
2.5064900000000003,0.1008389803162308
2.5684700000000005,0.11495643756050394
2.63045,0.1129396579541785
2.6924300000000003,0.13714101323007388
2.75441,0.09680542110358226
2.81639,0.12302355598580159
2.8783700000000003,0.13310745401742466
2.9403500000000005,0.11898999677315236
3.0023300000000006,0.10688931913520541
3.0643100000000003,0.1633591481122939
3.1262900000000005,0.10487253952888004
3.18827,0.1250403355921271
3.2502500000000003,0.1391577928363985
3.3122300000000005,0.11697321716682774
3.3742100000000006,0.07260406582768618
3.4361900000000007,0.07058728622136207
3.4981700000000004,0.0645369474023877
3.5601500000000006,0.05445304937076463
3.6221300000000003,0.05445304937076502
3.6841100000000004,0.04436915133914155
3.7460900000000006,0.03025169409486924
3.8080700000000007,0.022184575669570935
3.8700500000000004,0.014117457244272312
3.9320300000000006,0.0040335592126492315
3.9940100000000003,0.0020167796063246305
